pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt
LHS 1140 b,LHS 1140,MEarth Project,24.736959,0.0936,1.7269999999999999,0.154,6.98,0.02196,0.06,0.5,235.0
LHS 1140 c,LHS 1140,Multiple Observatories,3.777931,0.02675,1.2819999999999998,0.114,1.81,0.00569,0.31,6.16,438.0
LHS 1815 b,LHS 1815,Transiting Exoplanet Survey Satellite (TESS),3.81433,0.0404,1.088,0.09699999999999999,8.7,0.02737,0.0,17.8,617.0
LHS 3844 b,LHS 3844,Transiting Exoplanet Survey Satellite (TESS),0.46292913,0.006220000000000001,1.3030000000000002,0.11599999999999999,2.25,0.0070799999999999995,0.04,70.1,805.0
LP 714-47 b,LP 714-47,Transiting Exoplanet Survey Satellite (TESS),4.052037,0.0417,4.7,0.419,30.8,0.09691,0.04,17.22,700.0
LP 791-18 b,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),0.948005,0.00969,1.12,0.1,1.46,0.0045899999999999995,0.0,21.5,650.0
LP 791-18 c,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),4.989963,0.029392,2.31,0.20600000000000002,5.95,0.0187,0.0,2.35,370.0
LSPM J2116+0234 b,LSPM J2116+0234,Calar Alto Observatory,14.4399,0.0876,3.71,0.331,13.3,0.04185,0.183,5.27,433.0
LTT 1445 A b,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),5.35882,0.03807,1.38,0.12300000000000001,2.2,0.00692,0.19,5.27,433.0
LTT 3780 b,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),0.768448,0.01211,1.3319999999999999,0.11900000000000001,2.62,0.00824,0.0,106.0,892.0
LTT 3780 c,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),12.2519,0.07672999999999999,2.3,0.205,8.6,0.02706,0.06,2.63,353.0
LTT 9779 b,LTT 9779,Transiting Exoplanet Survey Satellite (TESS),0.792052,0.01679,4.72,0.42100000000000004,29.32,0.09225,0.0,2681.61,1978.0
LkCa 15 b,LkCa 15,Large Binocular Telescope Observatory,3.91405,14.7,9.976,0.89,257.431,0.81,0.0,98.09,2570.0
LkCa 15 c,LkCa 15,Large Binocular Telescope Observatory,3.91405,18.6,9.976,0.89,257.431,0.81,0.0,98.09,2570.0
Lupus-TR-3 b,Lupus-TR-3,Multiple Observatories,3.91405,0.0464,9.976,0.89,257.431,0.81,0.0,98.09,2570.0
MASCARA-1 b,MASCARA-1,Multiple Observatories,2.14878,0.043,16.814,1.5,1175.971,3.7,0.0,98.09,2570.0
MASCARA-4 b,MASCARA-4,Multiple Observatories,2.82406,0.047,17.15,1.53,985.273,3.1,0.0,98.09,2100.0
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,MOA,2774.0,0.62,1.63,0.146,3.3,0.01,0.0,98.09,103.0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,MOA,2774.0,6.5,13.9,1.24,260.0,0.83,0.0,98.09,103.0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,MOA,2774.0,1.1,5.18,0.462,23.4,0.0736,0.35,98.09,840.0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,MOA,2774.0,2.7,13.0,1.16,1300.0,4.1,0.35,98.09,840.0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,MOA,2774.0,3.2,3.21,0.28600000000000003,10.4,0.0327,0.35,98.09,840.0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,MOA,1982.0,2.03,9.64,0.86,67.3,0.212,0.35,98.09,840.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,MOA,1982.0,1.8,13.2,1.18,830.0,2.6,0.35,98.09,840.0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,MOA,547.5,1.21,12.4,1.11,3500.0,11.0,0.35,65.3,790.0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,MOA,547.5,2.42,14.2,1.27,170.0,0.54,0.35,65.3,790.0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,MOA,547.5,0.92,2.99,0.266,9.2,0.029,0.35,65.3,790.0
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,MOA,547.5,1.72,11.1,0.9940000000000001,86.0,0.27,0.35,65.3,790.0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,MOA,547.5,2.0,13.6,1.21,480.0,1.5,0.35,65.3,790.0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,MOA,547.5,4.14,5.99,0.535,30.0,0.09,0.35,65.3,790.0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,MOA,547.5,0.95,4.29,0.38299999999999995,17.0,0.053,0.35,65.3,790.0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,MOA,547.5,0.69,4.43,0.396,18.0,0.057,0.35,65.3,790.0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,MOA,547.5,1.1,12.9,1.15,1500.0,4.8,0.35,65.3,790.0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,MOA,760.0,4.3,12.4,1.11,3690.0,11.6,0.35,65.3,790.0
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,Multiple Observatories,760.0,10.2,12.6,1.12,2700.0,8.4,0.35,65.3,790.0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,MOA,760.0,0.9,2.48,0.221,6.7,0.0211,0.35,65.3,790.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,MOA,760.0,3.03,13.2,1.18,871.0,2.74,0.35,65.3,790.0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,MOA,760.0,0.93,1.62,0.14400000000000002,3.24,0.0102,0.35,65.3,790.0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,MOA,760.0,0.24,6.42,0.5720000000000001,33.7,0.106,0.35,65.3,790.0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,MOA,760.0,1.39,13.2,1.18,890.0,2.8,0.35,65.3,790.0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,MOA,760.0,0.95,14.1,1.26,200.0,0.62,0.35,65.3,790.0
MOA-bin-1L b,MOA-bin-1L,MOA,760.0,8.3,13.0,1.16,1200.0,3.7,0.35,65.3,790.0
MOA-bin-29 b,MOA-bin-29,MOA,760.0,0.48,14.1,1.26,190.0,0.6,0.35,65.3,790.0
MXB 1658-298 b,MXB 1658-298,Multiple Observatories,760.0,1.613,12.0,1.07,7532.571,23.7,0.35,65.3,790.0
NGC 2682 Sand 364 b,NGC 2682 Sand 364,Multiple Observatories,121.71,0.53,12.7,1.13,2126.2827,6.69,0.35,65.3,790.0
NGC 2682 Sand 978 b,NGC 2682 Sand 978,Multiple Observatories,511.21,0.0326,13.3,1.19,692.8694,2.18,0.16,65.3,790.0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Multiple Observatories,6.959,0.0326,12.3,1.1,101.7056,0.32,0.3,65.3,790.0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Multiple Observatories,5.118,0.0326,14.0,1.25,127.132,0.4,0.28,65.3,790.0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,La Silla Observatory,4.087,0.0326,14.3,1.27,146.2018,0.46,0.15,65.3,790.0
NGTS-1 b,NGTS-1,Paranal Observatory,2.647298,0.0326,14.908,1.33,258.07796,0.812,0.016,65.3,790.0
NGTS-10 b,NGTS-10,Paranal Observatory,0.7668944,0.0143,13.507,1.205,687.14846,2.162,0.0,33.16,1332.0
NGTS-11 b,NGTS-11,Transiting Exoplanet Survey Satellite (TESS),35.45533,0.201,9.158,0.8170000000000001,109.33352,0.344,0.13,33.16,435.0
NGTS-12 b,NGTS-12,Paranal Observatory,7.532806,0.0757,11.747,1.048,66.10864000000001,0.208,0.0,416.0,1257.0
NGTS-13 b,NGTS-13,Paranal Observatory,4.119027,0.0549,12.800999999999998,1.1420000000000001,1538.2972,4.84,0.086,1096.0,1605.0
NGTS-14 A b,NGTS-14 A,Paranal Observatory,3.5357173,0.0403,4.977,0.444,29.24036,0.092,0.0,503.0,1143.0
NGTS-2 b,NGTS-2,Paranal Observatory,4.511164,0.063,17.878,1.595,235.1942,0.74,0.0,503.0,1468.0
NGTS-3 A b,NGTS-3 A,Paranal Observatory,1.6753728,0.023,16.589000000000002,1.48,756.4354,2.38,0.0,503.0,1650.0
NGTS-4 b,NGTS-4,Paranal Observatory,1.3373508,0.019,3.18,0.284,20.6,0.06481,0.0,503.0,1650.0
NGTS-5 b,NGTS-5,Paranal Observatory,3.3569866,0.0382,12.732999999999999,1.136,72.78307,0.229,0.0,503.0,952.0
NGTS-6 b,NGTS-6,Paranal Observatory,0.882059,0.01677,14.863,1.3259999999999998,425.57437000000004,1.339,0.0,503.0,1284.0
NGTS-8 b,NGTS-8,Paranal Observatory,2.4997,0.035,12.218,1.09,295.5819,0.93,0.01,503.0,1345.0
NGTS-9 b,NGTS-9,Paranal Observatory,4.43527,0.058,11.994000000000002,1.07,921.707,2.9,0.06,729.0,1448.0
NN Ser c,NN Ser,Multiple Observatories,5573.55,5.35,12.6,1.13,2329.6,7.33,0.08,98.09,55.0
NN Ser d,NN Ser,Multiple Observatories,2883.5,3.43,13.3,1.19,731.0,2.3,0.19,98.09,55.0
NSVS 14256825 b,NSVS 14256825,Multiple Observatories,3225.0,3.12,12.3,1.1,4497.2945,14.15,0.12,98.09,55.0
NY Vir b,NY Vir,Multiple Observatories,3160.0,3.3,13.3,1.19,730.978,2.3,0.15,98.09,55.0
NY Vir c,NY Vir,Winer Observatory,8799.0,4.3,12.8,1.14,1760.7782,5.54,0.15,98.09,55.0
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,OGLE,3285.0,4.3,13.2,1.18,830.0,2.6,0.15,98.09,55.0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,OGLE,3285.0,3.6,13.0,1.16,1200.0,3.8,0.15,98.09,55.0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,OGLE,3285.0,3.5,3.84,0.34299999999999997,14.1,0.0444,0.15,98.09,50.0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,OGLE,3285.0,2.6,2.21,0.19699999999999998,5.5,0.017,0.15,98.09,50.0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,OGLE,1788.5,2.3,14.0,1.25,231.0,0.727,0.15,98.09,82.0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,OGLE,4927.5,4.5,11.1,0.9940000000000001,86.0,0.27,0.15,98.09,59.0
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,OGLE,2557.0,2.59,10.7,0.9520000000000001,80.0,0.3,0.0,98.09,840.0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,OGLE,12.2519,2.8,4.72,0.42100000000000004,20.0,0.06,0.0,98.09,840.0
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,OGLE,12.2519,15.0,8.74,0.78,57.0,0.18,0.0,98.09,840.0
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,OGLE,12.2519,1.7,12.9,1.15,1500.0,4.6,0.0,98.09,840.0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,OGLE,12.2519,8.0,9.01,0.804,60.0,0.19,0.0,98.09,840.0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,OGLE,12.2519,2.72,14.2,1.27,170.0,0.53,0.0,98.09,840.0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,OGLE,12.2519,1.89,13.9,1.24,280.0,0.88,0.0,98.09,840.0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,OGLE,12.2519,4.0,7.72,0.688,46.1,0.145,0.0,98.09,840.0
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,OGLE,12.2519,4.8,13.9,1.24,270.0,0.86,0.0,98.09,840.0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,OGLE,12.2519,0.87,13.4,1.2,588.0,1.85,0.0,98.09,840.0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,OGLE,1224.0,3.45,13.2,1.18,868.0,2.73,0.0,98.09,840.0
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,OGLE,1224.0,0.74,13.6,1.21,120.0,0.39,0.0,98.09,840.0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,OGLE,1224.0,1.6,14.3,1.27,150.0,0.47,0.0,98.09,840.0
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,OGLE,1224.0,4.43,8.39,0.748,53.1,0.167,0.0,98.09,840.0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,OGLE,1224.0,2.6,6.56,0.585,35.0,0.11,0.0,98.09,840.0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,OGLE,1224.0,0.8,12.3,1.1,4100.0,13.0,0.0,98.09,840.0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,OGLE,1224.0,3.6,11.6,1.03,92.0,0.29,0.0,98.09,840.0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,OGLE,1224.0,0.702,1.16,0.10400000000000001,1.66,0.005220000000000001,0.0,98.09,840.0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,OGLE,1224.0,0.39,12.5,1.12,3020.0,9.51,0.0,98.09,840.0
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,OGLE,1224.0,2.6,14.1,1.26,200.0,0.64,0.0,98.09,840.0
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,OGLE,1224.0,1.8,13.2,1.18,860.0,2.7,0.0,98.09,840.0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,OGLE,1224.0,3.11,14.2,1.27,160.0,0.51,0.0,98.09,840.0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,OGLE,1224.0,4.4,13.1,1.17,982.0,3.09,0.0,98.09,840.0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,OGLE,1224.0,1.5,8.59,0.7659999999999999,55.3,0.174,0.0,98.09,840.0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,OGLE,1224.0,1.7,11.0,0.978,83.7,0.263,0.0,98.09,840.0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,OGLE,1224.0,1.75,14.2,1.26,180.0,0.56,0.0,98.09,840.0
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,OGLE,1224.0,0.73,14.0,1.25,230.0,0.72,0.0,98.09,840.0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,KMTNet,1224.0,1.6,13.1,1.17,1100.0,3.4,0.0,98.09,840.0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,OGLE,1224.0,2.7,4.86,0.433,21.0,0.066,0.0,98.09,840.0
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,OGLE,1224.0,2.07,13.2,1.18,807.0,2.54,0.0,98.09,1702.0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,OGLE,1224.0,2.62,4.42,0.39399999999999996,17.9,0.0563,0.0,98.09,1702.0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,OGLE,1224.0,0.85,14.3,1.28,138.0,0.433,0.0,98.09,1702.0
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,OGLE,1224.0,5.4,13.0,1.16,1300.0,4.1,0.0,98.09,1702.0
